Alpha,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,0.6875,0.75,0.8125,0.875,0.9375,1.0
Chain,0.0,0.0,0.3333333333333333,0.25,0.4,0.3333333333333333,0.2857142857142857,0.375,0.5555555555555556,0.7,0.9090909090909091,0.9583333333333334,0.9615384615384616,0.9642857142857143,0.9,0.9375
Open Addressing, 0.0, 0.0, 0.16666666666666666, 0.125, 0.2, 0.16666666666666666, 0.14285714285714285, 0.375, 0.5555555555555556, 0.85, 1.2727272727272727, 1.4166666666666667, 2.0, 2.142857142857143, 2.3666666666666667, 3.0
